20050101
-4.6,-13.4
-0.2,-14
-1.4,-8.5
-2.9,-14.1
-7.3,-14.8
-0.3,-14.8
-1,-14.3
-2.6,-11.5
-4.4,-17
-0.2,-16.5
-2.4,-13.9
-0.4,-11
-0.2,-12.8
-1.1,-12.7
0.5,-12.2
0.8,-13
-0.4,-11.6
0,-13.5
1,-14.1
-0.5,-10.7
-0.6,-15.7
-0.4,-13
-1.2,-12.5
-0.3,-9.3
-0.6,-9.4
-0.8,-9.4
-0.3,-12.4
2.1,-6.8
-4.6,-12.8
-1.8,-10.3
-3.4,-11.3
-3.8,-13.2
-2.3,-13.8
-4.2,-12.2
-3,-11.7
-4.7,-14.9
-5.2,-11
-5.9,-9.8
-5.5,-15.2
-6.8,-14.9
-4.2,-15.4
-0.5,-15.5
-0.1,-17
1.3,-15
3.9,-4.1
0.7,-2
2.3,-5.5
-2.2,-9
-5.9,-11.8
-7.7,-14.8
-3.6,-17.3
-0.8,-18.2
-0.7,-9.3
-3.8,-9.9
-2.3,-8.5
-1.9,-15.3
3.7,-16.2
6.9,-10.8
1.9,-3.7
4.7,-7.4
2.8,-6.8
0.1,-9.1
-1.6,-9.1
10.3,-11.5
15.4,-7.1
9.5,-1.1
7.7,-6.4
4.5,-6
2.7,-4.4
-2.2,-9.7
1.4,-7.8
9.8,-4.2
9.1,-8
11.7,-5.3
11.4,-1
7.1,-1.6
7.3,-4
12.9,-8.5
13.5,-2.8
15.7,1.8
14.5,-0.3
9.2,-1.1
11.1,-4.3
20.5,-2.5
17.9,-1.8
22,-0.9
13.8,3.8
16.1,0.6
23.7,-1.2
16.1,2.2
11.3,1.8
12.1,0.2
17.9,-2.1
28.8,1.5
23.9,4.6
23.4,8.6
17.5,6.2
14.1,2
10.4,0.4
15.2,2.2
18.8,3.6
15.4,5.5
22,0.8
17.9,2.4
20.5,-1.7
26.9,3
24.7,11.7
23.4,6.6
17.4,9.3
12.7,4
15.9,6
21,4.3
23.3,6.8
18.9,7.8
24.5,3.4
28.4,5.7
32.7,10
28.5,16.9
22.5,12.7
32,12.8
23.5,10.2
24.5,5.6
25.1,11.6
24.8,13.3
22.4,9.3
18,4.4
19.6,9
20.4,9.8
20.2,7.8
14.9,8.5
23.8,6.5
20.5,9.2
20.8,11.5
22.6,9.7
24,12.8
22.9,16.9
18.1,11.5
25.9,7.3
25.3,8.3
26.5,9.4
21.2,13.8
24,8.5
28.1,8.6
23.5,13.4
29,13.4
25.6,10
21.4,13
26.2,10.9
23.4,16.2
28.7,14.1
28.4,14.4
24,13.2
27.6,13.3
31.7,11.4
28.1,16.4
24.4,13.4
24.9,10.4
25.5,15.8
19.8,15.9
21.9,17
31.2,16.6
33.3,13.6
28.5,18.7
28.9,18.7
28.1,14.3
30.8,14.9
29.7,15.2
25.7,19.1
32.4,16.3
28.2,19
35.1,16.5
37.7,18
36.4,20.8
33.6,23
30.1,23.3
30,20.9
23.2,19.6
26.8,18.7
28,16.1
30.8,17.8
34.6,16.8
32.9,18.1
29.6,18.2
33.1,18.9
33.5,18.7
35.5,16.1
35.8,17.6
29.9,20.6
30.8,20.6
34.2,16.6
30.1,16.3
30.5,18.1
30.2,17.9
25.5,20.5
33.7,19.3
32.1,22.8
29.6,21.5
27.6,22.2
29.3,22.7
30.3,23.1
33.6,23.2
31.6,21.8
25.6,21
21.3,20.4
29.5,19.8
31.6,18.7
30.1,19.8
27,19.4
31.2,17
31.2,18
28.9,19
28.7,18.8
30.3,18.3
29.8,17.7
24.5,19.2
28.7,18.3
27.5,18.2
28.2,19.3
28.6,20.6
28,20.2
25.2,18.5
30.3,18.7
31.7,23.4
29.7,25.7
31.5,23.5
31.1,24.4
31.7,23.2
23.2,18.4
26.3,16.7
27.5,14.2
28.8,13.1
28.1,14.5
28,16.2
27.4,15.1
26.5,16.2
24.9,17.8
27.6,14.1
28.1,14.7
27.9,14.6
29.8,18.4
29,20.4
29.2,16.1
26.8,20.2
26.4,18.2
25.6,12.9
27.8,8.7
28.4,9.6
27.1,11
28.1,11.7
23.3,10.2
29,11.7
28,13.8
26.1,17.1
26.4,19.6
23.7,18.9
20.5,15.1
27.7,10.3
18.6,14.5
26.7,14.5
23.6,11.6
24.2,6
20.7,14.5
19.9,13.1
22.4,11.7
22.9,5.1
18.7,9.2
26.1,10.7
25.8,8.2
24.3,13.2
23.3,11.7
21.1,12.2
18.1,15.6
23,14.9
23.7,12.3
19.2,8.8
21.7,6.6
23.8,3.3
24.4,6.9
18.5,11.5
20.6,13
21,4.1
23.2,2.5
20.8,5.2
20.4,7.9
16.9,12.3
16.2,9.5
17.6,3.4
20.2,5.4
22.9,3.1
17.1,3.9
16.1,0.1
18.5,2
12.8,5.2
15.3,4.6
16.2,-1.4
21.5,-1.8
22.1,2.1
16.9,4.7
17,5.5
15.5,7.4
11.7,4
13.6,-1.9
14.8,2.1
17.2,-0.7
19.3,-0.4
15.8,0.3
15,0.6
20.1,0
19.8,3.3
13.2,2
11.7,-1.5
11.8,1
15.9,-3.4
16.2,2.4
10.9,-0.9
10,-1.4
8.8,0.9
10.4,-6.7
7.7,-5.5
6.7,-7.9
9.5,-7.5
7,-4.1
5.8,-3.6
8.5,-7.1
8.1,-5.1
9.6,-2.8
9.3,0.2
9.7,-4.6
11.5,-4.7
10.5,-3.3
9.6,-4
7.1,0.4
7.1,-0.9
8.9,-6.1
4.9,-3.6
0.4,-6.7
-3.1,-8.9
-6.7,-14.2
-4.4,-12.4
-4.7,-12.6
-3.6,-13.7
-3.4,-16.2
-2.7,-15.8
-4.2,-9.8
-5,-14.4
-4.7,-13.5
-4.5,-12.8
-4.9,-14.3
-1.8,-12.5
-1.4,-10.6
-2.8,-9.7
0.7,-15.5
-0.2,-14.8
-4.3,-11.5
-5.2,-14.3
6.2,-5.7
5,-2.1
6,-10.9
2.4,-6.8
0.7,-12.8
-1.6,-13.8
-3.6,-10.5
-1.9,-10.5
1.1,-12.1
-3.4,-8.3
4.1,-12.4
1.3,-11.7
-2,-12.2
-4.8,-12
-6.6,-17.3
-2.4,-10.8
-1.7,-13.2
-0.3,-16.2
1.7,-13.5
1.6,-13.2
-3.4,-7
-1.9,-4.5
4.8,-10.3
1.6,-12.6
3.2,-11
-1.5,-8.9
-3.4,-8.6
-2.6,-14.2
-1.8,-13.5
1.9,-6.3
3.9,-10.3
3.1,-9.3
0.2,-12.8
-0.3,-10.6
1.9,-9.3
4.6,-12.5
3.7,-11.3
-1.2,-5.4
3.4,-4.8
-1,-7.4
3.8,-8.8
-0.1,-9.1
-5.9,-14.4
-7,-19.2
-2.6,-19.2
-3.2,-11.8
-4.5,-8.6
-3.4,-16.7
-6,-15
0.8,-16.6
7.1,-7.5
5.9,-8.7
6.9,-10.4
4.3,-6.1
9.1,-3.3
4.9,-5.1
0.5,-9.5
3.9,-7.4
6.7,-7
10.5,-10.2
10.1,-7
3.3,-1.9
5.4,-12.4
5,-7.3
0.1,-7.2
3.9,-7.6
-0.9,-12
-0.7,-10.8
3.7,-7.3
3,-7.3
6,-9.4
9.4,-9.1
13.2,-3.4
13.3,-4.2
5.8,-4.9
15,-6
8.6,0.3
9.4,-6.1
10.1,0.2
2.1,-5.3
0.3,-9.9
5.4,-3.9
14.2,0.4
13.3,0.9
19.3,0.4
18.3,1.3
12.1,0.7
12.3,-5.9
17.6,-2.7
17.7,-2.9
13.4,7.1
12.9,-1.6
17.4,-3.3
13.6,3.5
8.9,0.1
6.5,-0.3
13,-2.4
17,-1.8
11.7,-0.6
18.5,0.1
16.3,7
23.5,0.1
27,5.2
19.6,13.7
14.4,4.7
6.5,0.3
17.4,3.2
12.3,4.1
15.5,1.9
16,3.8
14.3,1.5
9.5,-0.4
15.2,0.9
18.5,4.4
13.1,5.2
10.1,2.6
22.2,5.6
14.5,5.8
11.7,4.4
19.5,2.5
18.2,4.7
17.3,7.3
15.8,6.1
21.8,1
16.5,7.4
17.7,8.2
19.2,2.9
22.6,6.3
29.3,9.8
31,14.2
27.3,13.9
21.4,10.3
22.5,10.5
23.5,14.4
24.8,11.1
22.9,10.6
22.5,10.6
21.5,13.4
22.2,12.8
18.6,10.9
19.6,6.2
12.9,8.4
22,7.8
28.4,8.2
31.8,9.5
28.3,12.6
25.3,14.3
26.5,12.6
24,13.8
19.3,12.4
19.7,12
30.4,7.3
32.3,13.1
27.4,13.3
21.8,13.6
14.6,12.3
17.2,11.3
28.5,7.8
28.1,12
30.2,16.7
27.7,17.5
29.2,16.4
25.7,16.8
25.6,16
28.4,17.1
31.6,16.1
28.4,18.2
25.3,17.1
27.8,13.4
24.8,15.5
25.7,13.8
28.2,12.5
25.4,17.3
21.2,15.6
28,10.1
31.9,11.4
30.2,17.9
31.7,13.4
33.2,14.4
28.4,22.6
30.4,19.5
34.3,16.9
32.2,18.5
31.8,19.1
28.5,17.1
27.2,15
30.5,15.8
32.7,17.7
28.5,20.1
26.6,18.9
27.7,17.4
27.2,18.7
28.8,16.7
26.9,22.4
31.5,19.6
31.6,20.2
31.9,18.3
27,20.8
24.6,21.4
26.1,20.9
24.9,18.9
30.9,18
29.7,18.3
30.9,16.7
29.6,20.6
32.8,21.5
30.2,22.7
25.8,22.3
22.5,17.9
26.9,18.5
32.7,20.8
31.1,21.3
30.2,19.9
27,17.9
24.6,16.5
19.5,16.2
19.9,16
23.7,17.8
26.1,19.6
26.8,21.9
32.5,21.8
26.9,21.6
29.8,18.9
26.6,18.6
26.8,18.7
25.8,20.1
27.4,20.1
28.7,21.6
29.6,22.1
29.2,22.2
27.4,21.5
27.4,22.8
28.4,22.4
29.8,23.5
26.4,18.6
26,19.2
31.6,16.6
30.2,19.3
28.4,20.6
29.6,21.4
31.3,17.6
28.1,21.6
28.4,14.2
26.3,13.6
30.1,13.4
29.9,17.1
26.2,19.3
24.1,18.4
31.2,15.3
30.1,19.8
24.8,18.6
22.8,17.5
28.6,15.8
27.4,17.1
25.6,18.7
23.8,16.4
23.7,15.8
24.9,10.4
31.3,9.1
21.2,13.3
17.8,8.4
15.2,5.8
26.7,5.5
27.9,8.1
27.9,9.8
26.8,9.5
24,13.1
23,12.8
26.7,11.6
29.6,9.9
30.8,10.2
27.2,10.3
25.7,15.1
26.7,10.7
27.4,9.7
27.3,10.7
24.3,11.8
24.9,15.8
24.3,7.7
24.9,7
26.5,8.1
24.8,7.6
23.8,11.1
27.5,9
29,9.9
26.4,13.5
27,7.2
25.7,7.5
25.9,10.3
21.4,11.4
16.6,11.1
24,10.3
22.7,10.6
18.4,8.2
21.2,5.2
20.7,12.8
22.2,11.7
18.3,12.5
21.4,12.8
15.4,3.5
16.8,3.2
20.9,6.5
13.9,9.8
12.6,9.6
15.6,6.6
16.2,0.8
10.4,4.4
15,3.7
13.7,5.5
14.2,0.6
19.6,2.4
19.1,0.3
20.4,1.3
20.1,2.4
18.7,0.9
20.1,0.5
20,0.6
13.9,2.2
7.6,0.6
5.4,-1.7
16.3,-0.9
15.5,0.5
12.9,2.5
10,-1.2
12.7,-4.9
13.5,-2.9
10.8,3.4
11.3,-0.6
11.9,2.7
8.8,-2.9
7.4,-0.7
9,-5
8.3,-5
10.2,-3.4
13.5,-3.1
6.6,-1.7
2.5,-4.4
3.4,-6.3
1.1,-2.9
4.3,-2
0.5,-6.3
1.8,-5.6
3.3,-8.4
2.7,-8.9
0.4,-7.8
-0.6,-10.2
2,-9.7
2.4,-10.8
0.4,-11.9
0.4,-6.9
-1.5,-9.3
0.5,-6.8
1.2,-8.4
4.8,-11.4
3.1,-10.7
2.3,-9.1
3,-4
2.4,-11.5
3.1,-7.8
-2.2,-11
-2.6,-14.9
-3.4,-13.7
0.9,-13.3
2.4,-10.2
5.5,-6.9
1.4,-10.7
3.7,-11.5
0.2,-9.6
-0.7,-10.7
2.9,-9.8
-1.6,-12.1
-2.5,-13.7
-3,-16.9
-5.1,-7.6
-3.9,-9.2
-2.8,-17.6
-2.2,-16.7
-3.1,-18.2
-5,-17.1
-1.8,-13.7
-3.3,-8.8
-0.2,-13.9
-0.4,-11.4
-0.5,-12.3
-3,-12.1
-2.5,-14.5
-0.3,-15
2.4,-15
-1,-13.7
0.3,-12.5
1.7,-12.7
4.5,-8.1
2.9,-9.4
-0.7,-13.3
0.2,-12.3
1.9,-11.2
-1.7,-12.8
2.3,-14.8
1,-11.5
-2.1,-12.3
-0.4,-10.5
-0.4,-11.5
2.9,-13.2
4.4,-10
2.7,-6.1
-1.6,-9.8
3.9,-14.2
6.5,-9.7
7.3,-5.9
6.5,-11.2
11.2,-7
8,-7.3
3.4,-4.2
4.1,-3.1
8.7,-4.2
6.1,-5.5
8.1,-9.9
11.1,-7.7
4.9,-5.2
4.2,-6.8
5.6,-11.4
6.4,-6.9
6.8,-6.7
8.6,-5.4
11.9,-8.9
14.1,-6.4
14.8,-6.6
8.1,0.3
6.8,-7.4
7,-4
7.5,-7.6
6.3,1.9
4.9,2.7
8.3,-2.1
5.8,1.2
11.8,-0.1
7.9,0.5
1.3,-4.8
-4.8,-12.9
-2.1,-17.7
0.4,-12.8
4.5,-10.1
8,-6.8
